InternalProjectID,InternalProjectID,
DK1,DK1,1
DK10,DK10,1
DK11,DK11,1
DK12,DK12,1
DK13,DK13,1
DK14,DK14,1
DK15,DK15,1
DK16,DK16,1
DK17,DK17,1
DK18,DK18,1
DK19,DK19,1
DK2,DK2,1
DK20,DK20,1
DK21,DK21,1
DK22,DK22,1
DK23,DK23,1
DK24,DK24,1
DK25,DK25,1
DK26,DK26,1
DK27,DK27,1
DK28,DK28,1
DK29,DK29,1
DK3,DK3,1
DK30,DK30,1
DK31,DK31,1
DK32,DK32,1
DK33,,0
DK34,,0
DK35,,0
DK36,,0
DK37,,0
DK38,,0
DK39,,0
DK4,DK4,1
DK40,,0
DK41,,0
DK42,,0
DK43,,0
DK44,,0
DK45,DK45,1
DK46,DK46,1
DK47,DK47,1
DK48,DK48,1
DK49,DK49,1
DK5,DK5,1
DK50,DK50,1
DK51,DK51,1
DK52,DK52,1
DK53,DK53,1
DK54,DK54,1
DK55,DK55,1
DK56,DK56,1
DK57,DK57,1
DK58,DK58,1
DK59,DK59,1
DK6,DK6,1
DK60,DK60,1
DK61,DK61,1
DK62,DK62,1
DK63,DK63,1
DK64,DK64,1
DK65,DK65,1
DK66,DK66,1
DK67,DK67,1
DK68,DK68,1
DK69,DK69,1
DK7,DK7,1
DK70,DK70,1
DK71,DK71,1
DK72,DK72,1
DK73,DK73,1
DK8,DK8,1
DK9,DK9,1
FEIS I35E,FEIS I35E,1
FEIS New U.S. Hwy 10,FEIS New U.S. Hwy 10,1
FEIS TH 3,FEIS TH 3,1
FEIS TH 77/I-494,FEIS TH 77/I-494,1
FEIS US-12/I-394,FEIS US-12/I-394,1
MADD,MADD,1
NO1,NO1,1
NO10,NO10,1
NO11,NO11,1
NO12,NO12,1
NO13,NO13,1
NO14,NO14,1
NO15,NO15,1
NO16,,0
NO17,,0
NO18,,0
NO19,,0
NO2,NO2,1
NO20,,0
NO21,NO21,1
NO22,NO22,1
NO23,,0
NO3,,0
NO4,,0
NO5,,0
NO6,,0
NO7,NO7,1
NO8,NO8,1
NO9,NO9,1
OHIODD,,0
PSU 3203A,PSU 3203A,1
PSU 3203B,PSU 3203B,1
SE1,SE1,1
SE10,SE10,1
SE2,SE2,1
SE3,,0
SE4,SE4,1
SE5,SE5,1
SE6,SE6,1
SE7,SE7,1
SE8,SE8,1
SE9,SE9,1
SPAR-202,SPAR-202,1
SPAR-202A,SPAR-202A,1
SPAR-208,SPAR-208,1
SPAR-208A,SPAR-208A,1
SPAR-210,SPAR-210,1
SPAR-215,SPAR-215,1
SPAR-220,SPAR-220,1
SPAR-224,SPAR-224,1
SPAR-227,SPAR-227,1
SPAR-246,SPAR-246,1
SPARS 15,SPARS 15,1
SPARS 16,SPARS 16,1
SPARS 17,SPARS 17,1
SPARS 18,SPARS 18,1
SPARS 19,SPARS 19,1
SPARS 2,SPARS 2,1
SPARS 2A,SPARS 2A,1
SPARS 3,SPARS 3,1
SPARS 32,SPARS 32,1
